0.447309, 0.95005
0.448389, 0.946589
0.449459, 0.94313
0.450519, 0.939673
0.451568, 0.936218
0.452607, 0.932765
0.453635, 0.929314
0.454651, 0.925866
0.455655, 0.922421
0.456647, 0.918978
0.457625, 0.915537
0.45859, 0.9121
0.459541, 0.908666
0.460476, 0.905236
0.461396, 0.901808
0.4623, 0.898385
0.463187, 0.894965
0.464056, 0.89155
0.464906, 0.888138
0.465737, 0.884731
0.466547, 0.881329
0.467336, 0.877932
0.468102, 0.87454
0.468845, 0.871154
0.469563, 0.867774
0.470256, 0.864399
0.470921, 0.861032
0.471558, 0.857671
0.472166, 0.854317
0.472742, 0.850971
0.473286, 0.847633
0.473796, 0.844303
0.474271, 0.840982
0.474708, 0.83767
0.475107, 0.834368
0.475466, 0.831076
0.475782, 0.827794
0.476055, 0.824524
0.476282, 0.821265
0.476462, 0.818019
0.476593, 0.814785
0.476674, 0.811565
0.476701, 0.808358
0.476675, 0.805166
0.476593, 0.801989
0.476454, 0.798827
0.476256, 0.795682
0.475998, 0.792553
0.475679, 0.789441
0.475298, 0.786347
0.474855, 0.78327
0.474348, 0.780213
0.473778, 0.777174
0.473145, 0.774154
0.472449, 0.771153
0.471691, 0.768172
0.470872, 0.765211
0.469996, 0.762269
0.469062, 0.759347
0.468075, 0.756444
0.467039, 0.753561
0.465955, 0.750696
0.46483, 0.747849
0.463669, 0.745019
0.462476, 0.742206
0.461258, 0.739409
0.460022, 0.736627
0.458775, 0.733858
0.457524, 0.731101
0.456277, 0.728355
0.455043, 0.725619
0.453829, 0.722892
0.452644, 0.72017
0.451496, 0.717454
0.450394, 0.714742
0.449345, 0.712031
0.448358, 0.709321
0.447439, 0.706611
0.446595, 0.703899
0.445832, 0.701183
0.445156, 0.698464
0.444572, 0.695739
0.444083, 0.693009
0.443693, 0.690272
0.443404, 0.687529
0.443217, 0.684778
0.443133, 0.682021
0.443152, 0.679257
0.443273, 0.676487
0.443495, 0.673711
0.443815, 0.670929
0.44423, 0.668143
0.444737, 0.665353
0.445331, 0.662561
0.44601, 0.659767
0.446767, 0.656973
0.447599, 0.65418
0.448499, 0.651389
0.449463, 0.648601
0.450485, 0.645819
0.45156, 0.643043
0.452682, 0.640275
0.453845, 0.637515
0.455044, 0.634767
0.456274, 0.63203
0.45753, 0.629306
0.458805, 0.626596
0.460096, 0.623902
0.461396, 0.621225
0.462703, 0.618565
0.46401, 0.615924
0.465314, 0.613303
0.466611, 0.610702
0.467896, 0.608122
0.469165, 0.605564
0.470416, 0.603029
0.471645, 0.600517
0.472848, 0.598029
0.474023, 0.595564
0.475167, 0.593124
0.476277, 0.590708
0.47735, 0.588317
0.478385, 0.585951
0.47938, 0.58361
0.480332, 0.581294
0.48124, 0.579002
0.482103, 0.576735
0.482919, 0.574492
0.483686, 0.572273
0.484405, 0.570078
0.485074, 0.567906
0.485692, 0.565757
0.48626, 0.56363
0.486776, 0.561524
0.487241, 0.559439
0.487655, 0.557375
0.488017, 0.555331
0.488329, 0.553305
0.48859, 0.551298
0.488802, 0.549308
0.488965, 0.547335
0.48908, 0.545378
0.489148, 0.543436
0.48917, 0.541508
0.489147, 0.539593
0.489081, 0.537691
0.488974, 0.5358
0.488826, 0.533921
0.48864, 0.532051
0.488418, 0.530191
0.488161, 0.528339
0.487871, 0.526494
0.48755, 0.524657
0.487201, 0.522825
0.486825, 0.520999
0.486426, 0.519177
0.486004, 0.517359
0.485562, 0.515544
0.485103, 0.513732
0.484629, 0.511923
0.484141, 0.510114
0.483644, 0.508307
0.483138, 0.5065
0.482626, 0.504693
0.48211, 0.502886
0.481593, 0.501078
0.481076, 0.49927
0.480561, 0.49746
0.480052, 0.495648
0.479548, 0.493835
0.479053, 0.49202
0.478569, 0.490203
0.478095, 0.488384
0.477635, 0.486563
0.47719, 0.484739
0.476761, 0.482914
0.476348, 0.481086
0.475954, 0.479257
0.475579, 0.477425
0.475224, 0.475592
0.47489, 0.473757
0.474576, 0.47192
0.474284, 0.470082
0.474013, 0.468243
0.473765, 0.466403
0.473538, 0.464562
0.473333, 0.462721
0.47315, 0.460879
0.472988, 0.459037
0.472847, 0.457195
0.472726, 0.455353
0.472625, 0.453511
0.472543, 0.45167
0.472479, 0.44983
0.472433, 0.44799
0.472404, 0.446151
0.472391, 0.444313
0.472392, 0.442477
0.472407, 0.440641
0.472435, 0.438807
0.472475, 0.436974
0.472526, 0.435143
0.472587, 0.433313
0.472656, 0.431484
0.472733, 0.429656
0.472818, 0.42783
0.472908, 0.426004
0.473003, 0.42418
0.473102, 0.422357
0.473204, 0.420535
0.473308, 0.418713
0.473414, 0.416892
0.473521, 0.415071
0.473628, 0.413251
0.473734, 0.41143
0.473838, 0.40961
0.473941, 0.407789
0.474041, 0.405967
0.474138, 0.404145
0.474232, 0.402322
0.474321, 0.400498
0.474407, 0.398672
0.474488, 0.396844
0.474563, 0.395015
0.474634, 0.393184
0.474699, 0.39135
0.474759, 0.389514
0.474813, 0.387675
0.474861, 0.385833
0.474902, 0.383987
0.474938, 0.382139
0.474968, 0.380286
0.474992, 0.37843
0.47501, 0.37657
0.475021, 0.374706
0.475027, 0.372838
0.475027, 0.370965
0.475022, 0.369087
0.47501, 0.367205
0.474994, 0.365319
0.474972, 0.363427
0.474945, 0.361531
0.474913, 0.359629
0.474876, 0.357723
0.474835, 0.355812
0.47479, 0.353895
0.474741, 0.351974
0.474688, 0.350049
0.474631, 0.348118
0.474571, 0.346183
0.474508, 0.344243
0.474443, 0.342299
0.474375, 0.340351
0.474305, 0.338399
0.474233, 0.336443
0.474159, 0.334484
0.474083, 0.332522
0.474007, 0.330557
0.473929, 0.328589
0.473851, 0.326619
0.473772, 0.324647
0.473694, 0.322673
0.473615, 0.320699
0.473536, 0.318723
0.473458, 0.316747
0.47338, 0.314772
0.473303, 0.312796
0.473227, 0.310822
0.473152, 0.308849
0.473079, 0.306878
0.473006, 0.304909
0.472936, 0.302943
0.472867, 0.30098
0.4728, 0.299021
0.472734, 0.297065
0.472671, 0.295114
0.47261, 0.293168
0.47255, 0.291227
0.472493, 0.289291
0.472438, 0.287362
0.472385, 0.285438
0.472335, 0.283521
0.472286, 0.281612
0.47224, 0.279709
0.472196, 0.277813
0.472154, 0.275926
0.472114, 0.274046
0.472077, 0.272174
0.472041, 0.27031
0.472008, 0.268455
0.471976, 0.266608
0.471947, 0.26477
0.471919, 0.262941
0.471893, 0.261121
0.471869, 0.259309
0.471847, 0.257506
0.471826, 0.255712
0.471807, 0.253927
0.471789, 0.25215
0.471772, 0.250383
0.471757, 0.248624
0.471744, 0.246874
0.471731, 0.245132
0.47172, 0.243399
0.471709, 0.241674
0.4717, 0.239957
0.471691, 0.238248
0.471683, 0.236548
0.471677, 0.234855
0.47167, 0.233169
0.471665, 0.231491
0.47166, 0.22982
0.471655, 0.228155
0.471651, 0.226498
0.471647, 0.224846
0.471644, 0.223201
0.471641, 0.221561
0.471638, 0.219927
0.471634, 0.218298
0.471631, 0.216673
0.471628, 0.215053
0.471624, 0.213436
0.471621, 0.211822
0.471616, 0.21021
0.471611, 0.2086
0.471605, 0.20699
0.471598, 0.205381
0.47159, 0.203771
0.47158, 0.202159
0.471569, 0.200544
0.471555, 0.198925
0.47154, 0.1973
0.471521, 0.195669
0.4715, 0.19403
0.471476, 0.192382
0.471447, 0.190724
0.471415, 0.189054
0.471379, 0.187372
0.471337, 0.185676
0.471291, 0.183966
0.471239, 0.182242
0.471182, 0.180504
0.471119, 0.178751
0.471051, 0.176986
0.470977, 0.175209
0.470897, 0.173424
0.470813, 0.171631
0.470724, 0.169835
0.470632, 0.168039
0.470536, 0.166246
0.470439, 0.164463
0.47034, 0.162691
0.470241, 0.160937
0.470143, 0.159203
0.470046, 0.157494
0.469953, 0.155814
0.469863, 0.154164
0.469778, 0.152548
0.469698, 0.150968
0.469624, 0.149423
0.469556, 0.147915
0.469495, 0.146444
0.46944, 0.145008
0.469392, 0.143607
0.46935, 0.142241
0.469316, 0.140906
0.469287, 0.139601
0.469265, 0.138325
0.469249, 0.137076
0.469239, 0.135851
0.469233, 0.134648
0.469233, 0.133466
0.469237, 0.132303
0.469246, 0.131156
0.469258, 0.130025
0.469275, 0.128908
0.469294, 0.127803
0.469317, 0.126708
0.469343, 0.125623
