0.0492158, -0.000424168
-0.000424168, 0.00043003
0.0492188, -0.000429984
-0.000429984, 0.000432799
0.0492202, -0.000435913
-0.000435913, 0.000435747
0.04922, -0.00044197
-0.00044197, 0.000438882
0.0492182, -0.000448169
-0.000448169, 0.000442209
0.0492149, -0.000454524
-0.000454524, 0.000445737
0.0492099, -0.00046105
-0.00046105, 0.000449474
0.0492034, -0.000467764
-0.000467764, 0.000453429
0.0491952, -0.000474681
-0.000474681, 0.00045761
0.0491854, -0.000481819
-0.000481819, 0.000462027
0.0491739, -0.000489194
-0.000489194, 0.000466691
0.0491607, -0.000496824
-0.000496824, 0.000471612
0.0491458, -0.000504729
-0.000504729, 0.000476802
0.049129, -0.000512928
-0.000512928, 0.000482272
0.0491105, -0.000521441
-0.000521441, 0.000488036
0.0490901, -0.000530288
-0.000530288, 0.000494107
0.0490677, -0.000539491
-0.000539491, 0.000500498
0.0490434, -0.000549072
-0.000549072, 0.000507225
0.049017, -0.000559055
-0.000559055, 0.000514303
0.0489885, -0.000569462
-0.000569462, 0.000521748
0.0489577, -0.000580319
-0.000580319, 0.000529577
0.0489247, -0.000591649
-0.000591649, 0.000537807
0.0488892, -0.00060348
-0.00060348, 0.000546456
0.0488512, -0.000615836
-0.000615836, 0.000555545
0.0488106, -0.000628745
-0.000628745, 0.000565091
0.0487673, -0.000642233
-0.000642233, 0.000575116
0.048721, -0.000656327
-0.000656327, 0.00058564
0.0486717, -0.000671056
-0.000671056, 0.000596685
0.0486192, -0.000686446
-0.000686446, 0.000608274
0.0485634, -0.000702524
-0.000702524, 0.000620428
0.0485039, -0.000719316
-0.000719316, 0.00063317
0.0484407, -0.000736849
-0.000736849, 0.000646524
0.0483735, -0.000755147
-0.000755147, 0.000660514
0.048302, -0.000774233
-0.000774233, 0.000675161
0.048226, -0.000794129
-0.000794129, 0.000690491
0.0481453, -0.000814852
-0.000814852, 0.000706524
0.0480594, -0.00083642
-0.00083642, 0.000723285
0.0479682, -0.000858844
-0.000858844, 0.000740793
0.0478712, -0.000882134
-0.000882134, 0.00075907
0.0477681, -0.000906293
-0.000906293, 0.000778133
0.0476584, -0.000931319
